Start,End,Text
4180.889,4182.823,"WOLF I voted for Team Alpha Wolf Squadron."
4182.958,4184.926,"DONKEY All right, all right, all right! From henceforth,"
4185.06,4189.19,"DONKEY We will be known as Team Alpha Super Awesome Cool Dynamite Wolf Squadron."
4189.331,4193.563,"PIG Ach de liebe! There is some strange little girl over there staring at us!"
4194.503,4195.868,"DONKEY Artie!"
4196.005,4197.37,"PUSS Wait, wait!"
4197.506,4199.701,"PUSS Where is the fire, senor?"
4199.842,4201.867,"ARTIE Please. Don't act so innocent."
4202.011,4205.777,"ARTIE You both knew what was going on and kept it to yourselves."
4205.914,4207.506,"DONKEY Artie, it's not like it seems."
4207.65,4210.483,"ARTIE It's not? I think it seems pretty clear."
4210.619,4213.144,"ARTIE He was using me. That's all."
4213.289,4215.723,"DONKEY Using you? You really don't get it."
4215.858,4218.85,"PUSS Shrek only said those things to protect you."
4219.528,4224.192,"DONKEY Charming was going to kill you, Artie! Shrek saved your life."
4234.777,4236.369,"RUMPLESTILTSKIN Cue the spot!"
4240.215,4242.74,"RAPUNZEL ~ I wait alone up here ~"
4242.885,4245.581,"RAPUNZEL ~ I'm trapped another day ~"
4245.721,4248.918,"RAPUNZEL ~ Locked up here, please set me free ~"
4249.058,4252.084,"RAPUNZEL ~ My new life I almost see ~"
4252.227,4254.923,"RAPUNZEL ~ A castle, you and me ~"
4255.064,4260.161,"RAPUNZEL ~ Yes, a castle, you and me ~"
4262.237,4263.295,"RUMPLESTILTSKIN Cherubs!"
4267.242,4271.042,"PRINCE CHARMING ~ Tis I, Tis I Upon my regal steed ~"
4271.18,4272.807,"PRINCE CHARMING ~ Princess, my love ~"
4272.948,4275.712,"PRINCE CHARMING ~ At last you shall be freed I'm strong ~"
4275.851,4277.819,"PRINCE CHARMING ~ And brave And dashing my way there ~"
4278.253,4283.919,"PRINCE CHARMING ~ With speed! With might! With soft and bouncy hair! ~"
4284.893,4288.659,"PRINCE CHARMING ~ - Through the blistering desert - Hot! ~"
4288.797,4291.823,"PRINCE CHARMING ~ - Across the stormiest sea - Wet! ~"
4291.967,4293.958,"PRINCE CHARMING ~ Facing creatures so vile ~"
4294.103,4295.229,"PRINCE CHARMING ~ Foul! ~"
4295.371,4299.501,"PRINCE CHARMING ~ So you can gaze upon me! ~"
4300.809,4303.141,"RAPUNZEL ~ I knew you'd come for me ~"
4303.278,4307.112,"RAPUNZEL ~ And now we finally meet ~"
4307.249,4308.716,"PRINCE CHARMING ~ I knew you'd wait ~"
4308.851,4313.379,"PRINCE CHARMING ~ And from my plate of love you'd eat ~"
4333.308,4336.641,"PRINCE CHARMING ~ Who is this terribly ugly fiend Who so rudely intervened? ~"
4336.779,4338.61,"PRINCE CHARMING ~ Will Charming fight or flee? ~"
4338.747,4339.805,"PRINCE CHARMING ~ Oh please rescue me! ~"
4339.948,4341.643,"PRINCE CHARMING ~ From this monstrosity! ~"
4341.784,4346.812,"PRINCE CHARMING ~ Fear thee not, honey lamb! I will slice this thing up like a ham! ~"
4347.99,4349.457,"SHREK Oh, boy."
4349.591,4353.186,"PRINCE CHARMING ~ You are about to enter a world of pain ~"
4353.328,4357.662,"PRINCE CHARMING ~ With which you are not familiar! ~"
4361.103,4365.506,"SHREK Well, it can't be any more painful than your lousy performance you're giving."
4369.178,4371.169,"RUMPLESTILTSKIN ""Prepare, foul beast."""
4373.282,4376.547,"PRINCE CHARMING ~ Prepare, foul beast, your time is done! ~"
4376.685,4379.848,"SHREK Could you kill me and then sing?"
4381.356,4383.051,"PRINCE CHARMING Be quiet!"
4383.192,4387.322,"SHREK Come on, I'm just having fun with you. That's actually a very nice leotard."
4387.463,4388.725,"PRINCE CHARMING Thank you."
4388.864,4390.957,"SHREK Do they come in men's sizes?"
4394.036,4395.765,"CAPTAIN HOOK Now that be funny!"
4395.904,4397.872,"PRINCE CHARMING Enough!"
4400.275,4404.075,"PRINCE CHARMING Now you'll finally know what it's like..."
4404.213,4407.74,"PRINCE CHARMING ...to have everything you worked for..."
4407.883,4411.91,"PRINCE CHARMING ...everything that's precious to you, taken away."
4412.054,4415.387,"PRINCE CHARMING Now you'll know how I felt."
4422.731,4424.392,"PIG Sausage roll!"
4441.75,4444.275,"PUSS Pray for mercy from Puss!"
4444.419,4445.909,"DONKEY And Donkey!"
4446.121,4447.179,"DONKEY D"
4458.2,4459.462,"SHREK Hi, honey."
4459.601,4462.627,"FIONA Sorry we're late. You okay?"
4462.771,4465.103,"SHREK Much better, now that you're here."
4467.776,4472.975,"SHREK So, Charming, you want to let me out of these so we can settle this ogre-to-man?"
4473.115,4477.449,"PRINCE CHARMING Ooh, that sounds fun. But I have a better idea."
4493.302,4495.702,"SHREK & FIONA - Fiona! - No! Let go of me!"
4495.837,4499.967,"PRINCE CHARMING You will not ruin things this time, ogre. Kill it."
4503.812,4505.575,"ARTIE Everybody, stop!"
4507.416,4509.509,"PRINCE CHARMING Oh, what is it now?!"
4509.651,4510.913,"SHREK Artie?"
4520.596,4523.064,"ARTIE Who really thinks we need to settle things this way?"
4527.336,4531.033,"ARTIE You're telling me you want to be villains your whole lives?"
4531.173,4534.973,"CAPTAIN HOOK But we are villains! It's the only thing we know."
4535.11,4537.544,"ARTIE Did you never wish you could be something else?"
4537.679,4541.137,"EVIL TREE It's easy for you to say. You're not some evil enchanted tree."
4541.283,4544.047,"PRINCE CHARMING You morons! Don't listen to him! Attack!"
4544.186,4546.984,"EVIL TREE What Steve's trying too say is it's hard to come by honest work"
4547.122,4549.147,"EVIL TREE when the whole world's against you."
4549.291,4551.02,"EVIL TREE Right. Thanks, Ed."
4551.159,4555.562,"ARTIE Okay, fair enough. You're right. I'm not a talking tree."
4555.697,4556.789,"ARTIE But you know..."
4556.932,4560.06,"ARTIE ...a good friend of mine once told me..."
4560.202,4565.23,"ARTIE ...that just because people treat you like a villain, or an ogre..."
4565.374,4567.365,"ARTIE ...or just some loser..."
4568.877,4570.777,"ARTIE ...doesn't mean you are one."
4573.649,4577.517,"ARTIE The thing that matters most is what you think of yourself."
4577.653,4581.953,"ARTIE If there's something you really want, or someone you really want to be..."
4582.09,4585.719,"ARTIE ...then the only person standing in your way is you."
4586.228,4587.991,"RUMPLESTILTSKIN - Me? - Get him!"
4588.13,4589.529,"ARTIE No, no, no!"
4589.665,4592.6,"ARTIE What I mean is each of you..."
4592.734,4594.998,"ARTIE ...is standing in your own way."
4598.907,4601.398,"HEADLESS HORSEMAN I always wanted to play the flute."
4601.543,4605.206,"EVIL QUEEN I'd like to open up a spa... in France!"
4605.347,4609.909,"CAPTAIN HOOK I grow daffodils. And they're beautiful."
4658.633,4661.796,"PRINCE CHARMING A new era finally begins!"
4663.638,4665.299,"PRINCE CHARMING Now all of you..."
4666.141,4668.541,"PRINCE CHARMING ...bow before your King!"
4674.983,4677.315,"SHREK You need to work on your aim."
4679.654,4682.521,"PRINCE CHARMING This was supposed to be my happily ever after!"
4682.657,4685.148,"SHREK Now I guess you need to keep looking..."
4687.162,4689.221,"SHREK ...because I'm not giving up mine."
4694.503,4695.663,"PRINCE CHARMING Mommy?"
4707.015,4709.176,"SHREK It's yours if you want it you know."
4709.851,4712.183,"SHREK But this time it's your choice."
4734.876,4735.9,"DONKEY Arthur!"
4736.044,4739.377,"ALL Artie! Artie! Artie! Artie!"
4743.718,4746.71,"MERLIN Excuse me. That's my seat."
4747.722,4752.489,"PUSS Okay, Senor Hocusy-Pocusy, the time has come to rectify some wrongs!"
4752.627,4755.152,"DONKEY Although I have been enjoying these cat baths."
4755.297,4756.787,"PUSS Please say you didn't."
4756.932,4758.832,"MERLIN All right, all right! Look."
4758.967,4762.266,"MERLIN You're gonna feel a little pinch and possibly lower intestinal discomfort..."
4762.404,4764.736,"MERLIN ...but this should do the trick."
4768.977,4771.445,"PUSS & DONKEY - Are you? - I'm me again!"
4771.58,4773.844,"PUSS & DONKEY - And I am not you! - All right!"
4775.417,4776.577,"MERLIN Oops."
4778.587,4779.986,"MERLIN Ah, never mind."
4783.992,4788.053,"SHREK What did I tell you? I think the kid's going to be a great king."
4788.196,4791.757,"FIONA Well, for what it's worth, you would have, too."
4793.268,4796.26,"SHREK I have something much more important in mind."
4821.796,4823.024,"SHREK Finally."
4829.804,4831.135,"OGRE BABIES Dada."
4833.241,4837.61,"MUSIC ~ Was I wrong about the world? It's a beautiful new place ~"
4837.746,4840.237,"DONKEY I smell Shrek Junior!"
4840.382,4843.044,"MUSIC ~ Where else could a creep like me ~"
4843.184,4845.914,"MUSIC ~ Meet such a pretty face ~"
4846.054,4849.99,"MUSIC ~ Meeting every day with the rising sun ~"
4852.794,4855.695,"MUSIC ~ Looking up, it's looking like ~"
4855.83,4858.492,"MUSIC ~ My losing streak is done ~"
4859.401,4860.698,"DONKEY Peek-a-boo!"
4860.835,4862.166,"DONKEY Peek-a-boo!"
4865.373,4867.204,"QUEEN A bouncy, bouncy, boy!"
4867.342,4870.038,"MUSIC ~ Used to always feel like ~"
4870.178,4872.84,"MUSIC ~ Wished that I was dressed better ~"
4873.848,4875.509,"NANNY DWARF Where's the baby?"
4875.65,4880.019,"MUSIC ~ Never had a lot of luck Until I finally met her ~"
4889.531,4893.524,"MUSIC ~ Meeting every day with the rising sun ~"
4896.204,4898.365,"MUSIC ~ Looking up, it's looking like ~"
4899.04,4901.873,"MUSIC ~ My losing streak is done ~"
4904.045,4906.377,"MUSIC ~ My losing streak is done ~"
4917.225,4919.887,"MUSIC Well... what shall we do now?"
4935.91,4937.571,"SHREK I got it."
4944.085,4948.454,"DONKEY Puss and Donkey, baby! Once again, come on!"
4948.59,4953.22,"MUSIC ~ I want to thank you for letting me be myself ~"
4953.361,4954.453,"MUSIC ~ Again! ~"
4954.596,4956.461,"MUSIC ~ Look at my hips! ~"
4956.598,4961.797,"MUSIC ~ I want to thank you for letting me be myself ~"
4961.936,4963.426,"MUSIC ~ Again! ~"
4968.71,4970.234,"MUSIC ~ - Break it down! - Let's go! ~"
4970.378,4972.778,"MUSIC ~ Stiff all in the collar ~"
4974.616,4976.777,"MUSIC ~ Fluffy in the face ~"
4978.953,4981.444,"MUSIC ~ Chit chat chatter trying ~"
4982.791,4984.952,"MUSIC ~ Stuffy in the place ~"
4987.128,4989.961,"MUSIC ~ Thank you for the par-tay ~"
4991.132,4992.997,"MUSIC ~ But I could never stay ~"
4993.134,4994.465,"MUSIC ~ I'm sorry. ~"
4995.136,4998.128,"MUSIC ~ I got many things on my mind ~"
4999.474,5001.635,"MUSIC ~ But the word's in the way ~"
5002.644,5007.843,"MUSIC ~ And I want to thank you for letting me be myself ~"
5007.982,5009.313,"MUSIC ~ Again ~"
5010.318,5012.286,"MUSIC ~ Different strokes for different folks ~"
5012.42,5016.015,"MUSIC ~ Thank you for letting me be myself ~"
5016.157,5017.647,"MUSIC ~ Again ~"
5019.828,5021.318,"MUSIC ~ Break it down! ~"
